"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,17,-9,19,16,0,-2,1,-10,9,-3,19,1,-7,-7,-7,18,9,12,-8,3,0,-10
2,-2,16,9,2,19,-2,-5,19,17,4,-9,12,-2,-2,18,-7,19,14,12,-4,19,15
3,13,18,3,-1,10,12,2,10,-6,10,7,17,3,6,20,20,-8,7,5,-4,18,12
4,18,7,-10,7,7,3,20,-6,9,19,7,-10,12,12,8,-9,4,1,-10,-10,3,-10
5,12,-8,17,10,-6,-10,15,15,14,11,-6,17,-4,11,-3,13,-10,16,20,-3,13,12
6,8,14,2,18,-2,3,19,-2,10,1,2,-8,-5,-10,-10,16,-7,5,11,11,18,6
7,6,17,10,18,10,11,-3,-5,6,3,-6,3,-8,5,-7,-8,-9,-7,4,5,10,0
8,-6,18,13,5,-3,13,-6,19,18,4,11,9,2,-9,4,1,-3,15,16,1,-6,3
9,19,14,19,7,3,-7,9,17,15,-2,4,16,-7,-8,16,12,7,17,-4,16,12,20
10,6,-7,19,10,-6,0,12,3,-1,17,2,19,3,2,-1,1,20,-5,17,8,11,-10
