"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-2,17,14,9,2,10,14,11,14,-7,0,0,0,3,-2,10,4,9,4,4,5,-8
2,7,-10,2,20,-8,-5,17,1,10,6,7,7,-8,11,-5,-2,14,-9,3,18,-1,7
3,10,-4,13,-10,11,2,14,2,-7,13,15,19,16,-6,-7,8,-6,15,16,-8,8,3
4,17,8,7,15,5,20,20,17,-2,17,-2,19,9,-7,5,13,13,-1,2,-3,-10,1
5,-8,10,-10,-1,3,13,-5,-2,-6,8,-10,-7,-1,15,-10,20,5,-7,-1,20,-3,13
6,3,2,-3,7,17,6,17,8,-6,2,-3,-2,-7,6,5,10,15,-8,-9,12,-9,-3
7,10,4,-2,20,-10,8,8,7,2,12,-8,12,1,4,17,-4,20,-10,1,6,-1,14
8,5,11,12,2,8,20,14,-10,18,16,-2,-3,7,-6,13,6,8,14,3,14,3,-6
9,-7,-4,1,13,9,5,6,1,20,-1,-1,4,-1,6,16,7,-8,-8,-6,7,-2,-1
10,7,-5,11,-1,0,-6,11,6,2,-8,15,14,15,18,20,3,17,0,-9,6,17,18
