"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,7,2,10,-7,-10,3,20,15,19,4,1,15,14,-1,20,11,1,7,-5,-7,2,-5
2,14,18,12,17,5,9,7,-6,5,17,2,15,5,-2,-9,-3,14,9,18,-6,7,3
3,15,-5,8,15,-5,2,14,11,3,5,7,-8,12,-2,17,17,11,15,2,-10,0,19
4,20,-4,11,6,2,-10,-8,16,20,10,6,0,18,20,14,18,-7,-8,18,4,4,17
5,12,1,19,20,17,6,-9,10,12,10,14,-3,-10,12,9,11,-7,18,10,-3,-6,1
6,-1,5,-4,-6,1,-10,-5,9,14,1,-1,2,-6,-10,10,3,-6,-2,-5,3,3,3
7,-8,6,14,2,20,-6,16,19,20,5,5,-5,11,1,11,-5,-8,20,10,17,19,20
8,12,13,12,8,-9,11,1,-4,3,13,-6,12,10,7,15,2,-2,-4,11,3,20,-10
9,-2,17,20,12,15,5,18,6,14,11,14,-9,0,-3,-1,-6,4,13,8,20,8,0
10,9,5,-7,7,11,-9,7,-3,-2,0,-8,13,13,12,-5,-3,10,-6,-7,-1,6,15
