"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,6,13,-3,-5,19,-6,17,9,-10,13,9,10,17,-1,10,-1,1,-10,6,0,13,8
2,13,-10,-4,11,9,-1,8,11,-2,6,-4,-8,-10,-9,-2,5,-3,-1,-2,-10,2,4
3,17,8,5,-4,3,17,-2,15,18,-7,4,-8,1,6,17,-2,-5,12,16,5,19,17
4,8,2,5,0,14,1,2,7,-8,-8,-8,10,6,15,6,-8,11,15,-8,17,-10,1
5,9,6,12,12,4,-7,19,0,6,-7,16,10,-1,3,20,8,4,8,-9,-3,5,11
6,0,4,8,7,-6,6,5,20,-8,17,11,13,13,15,-5,-3,14,1,11,14,7,-6
7,16,19,5,15,18,5,-5,-3,3,13,5,6,0,2,16,17,20,10,10,-6,-9,-5
8,10,17,-6,12,12,-1,4,-9,2,4,18,-4,5,9,1,14,5,14,8,-3,-6,3
9,5,14,4,5,14,-3,15,16,13,-10,-2,-7,-1,13,19,7,-1,19,-6,-2,2,4
10,7,-8,16,14,2,11,-5,18,14,-1,4,-2,13,-1,10,-2,20,1,-8,-3,-4,-10
