"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,11,-9,18,15,13,15,11,3,11,12,7,17,20,-1,4,17,15,19,4,17,-8,11
2,17,12,-7,7,-3,19,1,20,17,3,13,-2,-5,16,19,5,16,-2,7,16,13,0
3,0,-3,12,7,-3,1,16,8,4,-10,11,-4,2,-7,-3,-2,7,-7,13,18,-7,-1
4,-1,-10,-5,-10,-7,13,-7,0,0,7,17,18,-7,-7,18,13,14,3,-1,11,19,-5
5,20,-2,1,6,9,1,20,12,10,19,19,-6,3,19,10,-8,19,17,1,5,-9,-6
6,5,19,15,8,2,-10,6,17,-7,-5,15,2,8,3,5,18,4,-7,1,-9,-4,18
7,7,20,-3,7,6,12,-1,1,3,-9,11,-5,11,6,-3,3,15,20,16,14,-2,-1
8,-8,18,10,-8,-1,2,8,6,1,5,10,-6,9,-9,-3,-6,9,-5,6,-10,10,-2
9,19,6,8,16,12,-2,2,17,2,7,-3,-8,5,-7,-6,2,-4,0,16,13,-2,15
10,3,14,-2,20,7,4,6,9,19,14,16,-1,-9,17,5,2,8,-9,8,13,1,7
