"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,4,15,8,10,15,12,5,-4,1,0,-1,7,13,-1,-9,-2,-8,7,-5,7,9,6
2,-3,18,-9,-8,-9,5,17,14,5,10,7,17,14,-3,11,-10,14,-4,12,-2,13,-7
3,18,8,12,-4,19,-9,12,3,20,-8,7,8,17,-5,8,16,-10,2,-10,16,9,7
4,2,3,7,-6,-7,18,0,-4,4,1,9,19,-9,18,-6,17,20,18,14,12,11,-4
5,3,3,-4,-3,19,11,-4,16,2,6,3,9,15,16,17,0,15,2,15,7,-2,9
6,13,8,-5,-1,6,-1,3,8,4,-3,3,2,-4,7,12,10,15,20,0,1,-5,-6
7,0,9,20,-2,3,13,2,18,10,3,20,2,-8,10,-6,6,-1,-8,-10,-7,16,-1
8,15,8,13,16,9,9,19,-7,5,-2,-6,14,-10,-8,7,-9,7,18,-4,3,18,11
9,-7,2,-7,20,3,-9,15,-8,17,2,17,17,-2,-9,-4,-1,7,-1,-1,10,-3,6
10,-7,-4,13,17,5,15,3,-4,0,2,19,17,-1,-4,20,3,8,12,3,19,6,20
