"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,16,5,11,3,3,-7,3,14,-4,12,-1,0,1,1,6,-10,15,14,9,5,15,5
2,15,4,15,10,9,5,9,-8,13,6,12,20,-7,0,14,-5,-3,-5,-5,-3,0,-8
3,-8,6,-5,9,11,18,-4,-6,-8,5,-5,-4,1,10,-7,9,-7,-4,8,0,9,7
4,-2,-7,-2,-4,3,0,2,-2,-5,-1,-4,15,1,16,-10,-7,-8,7,-7,19,11,2
5,-3,-5,17,6,14,3,9,10,12,14,14,18,9,17,12,14,-8,-3,-2,4,9,-10
6,8,-1,16,2,-10,3,0,13,2,-8,8,8,17,-5,-10,-8,12,2,14,8,-8,11
7,4,-10,4,-1,20,12,15,14,-2,6,3,-4,11,16,-5,1,-5,4,8,9,-5,-1
8,-9,8,-1,10,-6,10,13,9,-8,-6,-3,11,-8,4,18,6,18,-6,13,20,-3,-10
9,2,8,5,-3,2,2,-3,-2,2,-9,-3,4,12,1,15,-2,7,11,15,18,13,-7
10,13,0,8,20,16,-1,-6,-5,17,-8,18,-10,8,-7,-8,12,2,9,-6,18,12,-8
