"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-9,3,2,-3,-7,15,20,0,-7,15,9,-9,13,7,2,14,3,-5,8,-3,7,17
2,-10,-8,4,5,14,11,-1,4,-6,15,14,-7,-8,1,19,-9,12,18,8,4,-4,20
3,-10,-4,-6,-5,16,-6,-1,4,-3,10,1,6,9,-9,-5,5,-1,8,5,14,-1,-7
4,2,2,17,19,1,-10,-9,12,16,18,-9,-8,16,19,-1,-9,17,11,0,6,2,-2
5,18,19,7,-8,6,11,16,6,17,19,10,-9,-7,-5,10,0,4,7,-8,8,0,-2
6,0,16,-6,19,17,13,16,14,17,10,-8,9,-1,-6,4,7,-5,15,-2,-8,3,6
7,-1,11,13,14,9,-1,-3,-2,-10,1,8,8,18,0,-6,-1,-10,-6,-1,13,17,-8
8,3,-7,-6,6,17,16,16,-10,-4,-2,11,13,8,-5,-8,-6,13,7,17,1,2,-7
9,9,2,0,17,-10,2,-9,14,-8,-2,19,18,0,17,9,19,10,0,0,8,18,-9
10,-8,10,7,4,-1,6,16,-10,19,14,-4,-3,16,-9,6,19,11,12,-5,7,9,-2
