"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,1,-4,9,12,11,19,-7,-5,6,3,-3,-2,-2,-10,1,7,2,7,-4,2,0,-10
2,17,0,-4,19,-8,8,16,0,16,10,0,-8,14,17,-10,3,-6,-5,-6,4,15,2
3,11,10,-10,4,7,-1,-6,-9,-6,16,9,-8,-4,20,-7,16,-1,20,16,-7,-9,8
4,0,-6,10,-3,-3,12,1,8,-4,16,-2,-7,8,7,-3,-9,16,0,19,19,-7,0
5,-4,-6,16,-2,5,-1,15,-1,-3,20,18,1,18,3,-2,11,14,-5,8,17,-7,-4
6,4,-10,10,-10,18,9,3,-7,16,11,-6,-6,7,-4,15,10,14,5,4,11,-8,2
7,-10,-8,20,2,-8,-8,4,-8,16,6,18,1,9,8,18,8,3,11,2,7,-5,5
8,13,-8,15,2,5,1,13,5,-10,4,9,14,-2,20,6,18,8,12,-2,2,16,16
9,11,12,10,10,-8,20,-7,-6,-5,-1,-10,-3,20,6,-10,7,16,-10,-10,2,6,10
10,9,18,-3,14,1,19,1,-1,-4,18,0,12,9,-1,9,2,-1,7,-8,9,7,11
