"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,15,-7,7,7,11,18,-9,8,9,14,17,-4,19,0,0,-3,-7,4,-7,-4,13,8
2,-4,17,-6,4,12,-3,6,-6,19,0,18,0,1,1,-3,7,8,-10,2,-10,-8,2
3,16,-3,-2,-3,3,1,-9,-3,12,0,12,5,6,10,16,2,1,-5,-8,20,15,1
4,17,11,20,7,6,17,1,15,9,-5,4,0,-10,11,2,-8,13,10,2,-5,0,20
5,14,-1,20,16,5,18,19,1,-3,-4,-3,-4,14,0,5,-9,-4,-4,19,15,-6,16
6,-3,4,-10,-5,14,2,-7,9,3,7,-9,-10,-10,12,-9,-4,6,17,3,10,4,-9
7,0,-5,1,8,17,3,-4,19,-2,0,-6,14,2,6,20,7,13,-7,7,10,-5,-8
8,0,11,-5,-8,6,19,-4,3,-6,7,-4,6,7,11,9,-4,15,20,15,-2,6,16
9,12,-4,9,4,10,6,-8,9,19,9,0,-2,12,1,-4,0,20,-2,-3,4,-2,-9
10,-4,-8,15,-6,17,-6,1,4,13,14,18,-10,6,0,20,10,14,-5,-10,-8,18,19
