"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,7,-8,-5,14,15,7,9,17,17,-9,0,19,11,3,0,4,8,10,13,-3,8,-6
2,20,-4,19,9,-3,-3,-9,-8,-3,10,-6,0,2,5,7,12,2,13,16,11,9,13
3,-6,8,-5,20,7,1,12,18,15,12,-4,15,3,4,-3,6,-4,0,-7,20,7,7
4,0,10,4,-1,14,-2,-8,5,2,11,-10,20,13,10,12,16,4,18,-10,4,13,-7
5,-8,-6,9,16,-10,-10,14,-9,12,9,15,-7,18,-4,16,-10,-4,7,0,17,12,9
6,14,10,17,7,2,12,-2,0,6,-2,1,18,-8,-5,-6,-3,9,9,5,5,16,-2
7,9,-8,1,11,8,3,-9,15,1,9,17,1,18,2,6,2,11,2,-4,-8,8,12
8,13,-5,8,11,1,-2,0,-9,14,10,-6,-7,-10,-7,3,3,3,11,-8,5,7,13
9,-6,17,5,-8,17,-9,0,10,-6,-9,14,-8,15,2,14,3,-8,-4,5,5,15,1
10,14,4,4,-9,13,10,3,12,16,-7,-2,9,5,4,4,10,10,10,1,20,16,14
