"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,15,20,-6,8,12,19,-1,19,3,10,7,-7,-6,-5,-10,-10,-3,6,1,14,3,-7
2,9,-2,20,17,-4,19,13,8,1,5,13,19,19,-2,19,16,-8,-10,7,18,17,-8
3,14,-10,-5,7,1,-10,6,10,12,2,-8,-10,-4,10,-9,-1,11,6,-7,12,-2,7
4,-5,-2,-6,10,-1,-7,-5,2,5,12,18,-10,13,12,-3,3,-9,-10,-9,-10,14,5
5,20,4,7,10,1,-7,-5,-3,13,-4,-3,10,1,19,-3,-1,15,-3,4,15,11,4
6,18,-2,17,2,8,-9,5,-6,13,-6,11,-5,9,10,11,8,-3,1,-8,-8,-3,-5
7,19,-4,6,9,4,20,-8,5,13,-10,20,-2,8,2,14,-7,4,-4,-2,-3,13,3
8,9,-10,-2,-5,10,15,13,19,-7,7,0,13,18,20,5,-10,17,5,11,9,4,15
9,3,13,-6,8,-1,20,-2,20,-3,0,7,-2,-3,-2,9,18,4,15,-9,1,11,5
10,-7,-3,-10,19,-1,20,-4,-5,5,-7,-5,-8,14,4,-1,19,-2,-9,8,-6,19,10
