"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,6,12,1,-1,10,0,8,2,4,4,16,-5,-8,12,-9,9,13,-3,-6,14,17,-4
2,0,16,14,11,-2,15,-9,7,13,4,1,9,8,-8,-5,-5,-6,1,11,-1,17,18
3,16,2,-10,13,6,5,-4,11,7,3,17,12,7,7,-1,-4,2,12,-7,2,-7,10
4,9,1,15,12,3,14,1,8,-8,0,1,1,-2,3,14,2,-10,9,6,-9,-10,7
5,-4,16,-1,3,-1,-2,-5,-2,-1,7,19,-6,3,15,-3,13,11,12,15,11,-7,9
6,-1,14,13,-1,14,-5,2,8,1,8,2,20,10,9,5,17,4,6,-8,-1,11,0
7,1,17,1,18,11,-3,12,9,18,5,-3,-10,-1,0,18,9,-10,15,-2,11,3,6
8,-9,-3,19,6,-6,10,0,-10,16,13,7,18,-1,-9,15,8,-3,-4,14,1,10,6
9,-5,4,0,15,6,10,2,-2,-9,10,8,16,17,-1,7,-3,-2,-10,-6,-8,-3,3
10,-1,9,-1,-1,-7,-6,-9,15,-4,3,11,13,-8,5,2,-2,-2,-10,-4,-6,8,-10
