"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,5,-4,-10,11,9,-10,-3,0,-1,-4,6,5,7,17,-5,4,1,0,-6,14,19,13
2,0,-10,6,16,-2,18,9,10,-10,5,-8,-9,11,6,12,9,10,11,13,11,16,0
3,4,0,3,-5,15,3,14,-8,5,7,0,2,7,17,-9,20,-5,18,-1,15,12,18
4,4,17,-8,9,7,13,13,-6,-6,20,16,-5,12,-1,0,-10,16,-7,-2,6,15,8
5,-3,15,2,14,14,1,8,-5,14,9,17,-7,-3,9,-6,10,6,-6,14,0,-6,-4
6,-2,-10,-3,6,7,-3,12,3,14,16,-4,6,20,19,0,12,-4,19,15,12,3,11
7,-8,-6,6,10,11,6,-10,-4,13,-4,0,-6,-7,10,7,16,0,-1,-2,18,-7,15
8,-10,-4,19,-1,18,9,-5,14,2,3,2,17,-1,16,-5,12,8,18,9,-10,19,13
9,11,13,-1,-5,16,5,6,-9,17,-2,11,-8,7,4,0,0,-2,19,14,8,15,0
10,1,17,9,-4,4,20,-5,6,7,12,20,18,8,-3,14,11,-5,-9,-7,17,17,16
