"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,16,-2,9,13,16,14,4,16,10,19,12,-10,14,5,-9,-9,-8,19,2,-3,-10,13
2,-10,3,7,-1,14,-5,-9,11,-7,3,18,9,5,9,1,10,19,-9,4,-4,11,11
3,-5,3,-7,17,-4,-2,12,-5,20,-7,13,4,13,0,0,7,-2,11,20,14,6,20
4,8,14,4,17,10,16,20,3,20,9,-5,-10,13,17,10,2,2,6,9,10,7,0
5,-3,-9,-7,9,11,12,3,-3,-4,1,20,17,-9,-3,9,20,-8,8,20,14,11,8
6,1,-2,-3,4,13,-10,-3,-4,16,18,4,12,2,1,14,14,-9,1,0,3,-2,4
7,-4,17,3,19,6,20,-10,10,1,6,11,-9,-4,9,-9,11,13,-7,-4,14,-1,-2
8,-9,-5,-2,-4,-10,7,-7,7,1,6,-3,8,7,14,2,20,11,14,20,1,-7,-8
9,0,-6,10,-10,0,-7,16,2,1,-4,1,-5,15,14,13,-7,-8,8,8,3,-1,0
10,18,10,18,-6,6,2,-10,18,20,0,6,-3,2,16,20,12,9,20,-9,0,9,5
