"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,16,13,7,0,-8,8,-4,6,-1,5,7,9,11,-6,3,9,13,5,-10,0,-1,-7
2,7,-3,-3,-2,3,17,6,20,-7,10,10,-1,-10,-10,7,-9,-9,18,-4,-9,-9,-6
3,17,-2,14,19,-8,-7,-4,-10,20,2,-10,18,5,15,10,2,-4,17,-10,19,6,14
4,9,7,-4,-1,19,14,19,-4,9,-4,12,-4,15,-7,-2,-9,18,-4,-3,12,-3,10
5,20,-2,11,-5,-3,19,17,5,1,19,-1,-2,-5,-8,13,4,9,8,18,18,-2,17
6,-1,2,2,11,7,17,-3,-5,5,3,-5,3,17,9,11,13,10,11,7,20,6,-6
7,-5,8,8,3,11,12,18,-5,10,-4,9,18,11,7,-10,6,19,13,18,12,2,14
8,14,6,15,17,19,-4,4,19,8,1,6,5,-4,-9,2,-5,10,-9,16,3,-7,-3
9,6,-8,20,15,-5,-8,7,4,9,7,2,4,16,-2,-10,19,15,4,-5,20,3,1
10,2,-5,-7,-6,8,16,-8,-10,2,-8,4,-8,-8,6,-9,6,12,15,-3,-10,9,-3
