"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,5,14,9,3,-8,4,-6,8,8,-3,-1,15,4,-6,9,1,-2,-6,11,17,14,1
2,17,-4,0,0,-9,18,2,10,18,12,-1,19,5,-10,-6,16,-6,0,3,7,5,6
3,-8,-9,6,19,-10,18,-9,-4,6,19,-6,9,6,8,-9,20,15,-6,16,14,12,6
4,11,-4,-8,7,11,6,-5,-3,19,10,-4,-5,13,5,16,-4,-9,11,-3,20,3,3
5,-4,-1,12,14,0,8,4,-10,18,10,16,-4,0,4,1,-10,4,-7,8,-7,0,8
6,12,-2,7,14,16,15,4,-9,13,1,10,-7,-2,-5,20,-4,4,20,18,-7,3,19
7,-8,-10,8,1,-10,9,4,-3,2,1,-10,-3,13,3,-5,-5,2,13,-1,19,14,11
8,6,6,-1,8,2,-6,10,1,-4,2,-1,20,17,5,-5,9,-6,-2,5,-2,5,-2
9,8,9,9,9,-7,10,6,1,3,15,-10,-5,0,6,19,4,8,2,5,11,-3,5
10,16,12,15,-8,0,12,11,1,14,16,-1,-4,10,-1,4,3,14,-5,-7,20,6,14
