"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,10,-1,-1,3,-10,0,9,11,19,18,16,1,-5,5,-7,-5,20,-3,3,4,-4,6
2,13,3,5,3,3,8,14,-1,18,6,7,4,-5,12,2,7,5,12,20,14,18,20
3,10,6,8,9,18,-1,-10,-9,-7,-10,6,9,7,9,1,-2,-6,11,8,13,13,-9
4,6,14,17,-3,10,14,-6,14,9,-8,-7,16,-9,-3,-8,14,4,11,12,-2,11,18
5,20,10,-10,7,10,16,13,14,4,18,14,-7,17,-10,13,7,8,15,-7,17,9,17
6,7,3,-9,19,-5,-7,-10,12,16,13,-4,20,2,14,5,-4,5,-8,3,4,-5,19
7,5,3,-5,8,17,12,-6,14,-4,9,3,-8,12,-9,2,-4,5,-2,11,6,-6,12
8,-10,7,-3,1,12,-10,2,20,-5,-4,4,-6,-1,18,11,-9,7,-10,15,-2,-3,-2
9,4,-10,-6,-10,-6,-10,16,-10,19,4,-9,-5,1,6,13,-3,8,12,11,-3,-5,-2
10,9,1,-9,-8,-10,4,4,10,1,-5,7,4,1,-9,11,4,14,14,12,-2,-9,18
