"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-8,1,17,-9,2,-9,-6,0,15,20,8,19,20,6,-3,20,20,18,-7,17,-1,17
2,10,17,11,0,1,14,-1,-8,2,6,17,12,4,-3,-2,4,5,-10,-3,3,-6,10
3,-2,-5,-5,0,-10,7,20,14,-7,-8,-10,16,6,17,-1,8,6,-1,-2,-9,9,13
4,-5,10,18,5,-9,8,9,1,4,2,4,5,-6,-3,-7,-4,5,2,2,20,-7,16
5,19,10,8,15,0,8,17,-4,1,13,-7,-2,19,3,8,16,3,-6,-8,-8,4,5
6,14,20,-1,2,13,-8,14,19,12,-9,7,2,12,14,8,19,20,9,17,-5,8,-1
7,5,8,-1,12,-6,4,14,11,-9,6,18,14,-5,-1,-3,-2,3,8,14,16,-10,11
8,-2,5,5,-2,10,18,16,12,17,2,15,6,12,10,17,7,10,3,4,-8,-9,9
9,-9,15,5,5,-6,16,-9,18,5,0,20,-4,10,6,11,8,5,-10,20,17,16,-1
10,15,-10,-1,-8,6,-2,-3,13,-10,-2,6,-2,17,11,15,13,14,20,-4,7,0,6
