"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,7,11,-9,9,15,6,-10,-8,9,-9,-4,1,2,-2,17,0,16,14,15,0,-4,11
2,-5,-8,17,-9,2,-5,13,18,2,-3,-1,10,18,0,2,13,-7,-2,-4,-3,-9,13
3,15,-9,15,-7,0,11,-5,17,18,-2,-9,7,8,-2,14,13,2,0,1,2,9,19
4,7,7,18,2,-9,-9,-7,0,-5,8,11,5,-6,2,4,-9,-7,9,-8,2,12,-9
5,3,5,-9,19,18,14,5,6,1,2,1,17,-7,13,14,19,19,12,-3,-10,-5,15
6,19,16,-6,-8,14,1,13,12,15,-7,7,-9,12,5,-1,13,15,15,5,0,17,9
7,-2,8,17,1,-6,5,7,-1,15,2,-2,18,20,-8,-1,13,9,4,-3,19,17,19
8,-10,0,11,8,-3,8,14,-5,8,10,6,7,16,10,17,4,13,8,19,2,14,-4
9,-10,7,17,4,12,-2,-3,-7,3,-10,17,-7,-9,14,7,-4,9,-7,19,7,-3,2
10,-2,8,7,0,-2,16,17,12,15,-7,15,2,-9,7,-10,-5,-10,11,4,5,11,-10
