"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-1,12,7,3,8,17,14,13,13,18,12,-10,2,10,-6,-7,17,3,-10,12,16,-10
2,-1,20,3,-2,19,13,19,-7,10,11,16,18,-10,15,-10,20,14,17,18,7,14,1
3,11,-2,6,14,18,16,15,11,8,1,-6,3,20,-6,18,20,11,11,9,9,1,11
4,-4,-7,-6,7,-6,20,-1,2,14,7,12,14,-9,11,-1,14,-3,0,-2,-6,10,-8
5,20,18,-4,-10,-5,9,18,3,8,4,12,15,4,19,-1,13,16,20,-6,10,0,-6
6,-6,8,14,1,-4,-3,7,15,12,-3,18,16,13,20,15,19,-1,4,-6,3,-8,-7
7,-5,-2,14,12,0,-10,2,16,4,9,6,0,-2,-9,-9,14,14,5,-8,16,9,19
8,7,8,8,0,10,-3,16,0,17,-5,2,2,11,-2,-5,-10,-8,3,18,-7,17,-9
9,-9,-8,9,3,-8,4,20,6,9,14,-4,11,4,14,-1,-5,-8,-3,10,4,12,-3
10,3,-3,9,-4,12,4,10,-5,5,5,20,-3,-5,-6,18,-2,-10,17,8,-6,-5,-8
