"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,8,5,14,-6,-5,-9,-1,15,11,-3,17,14,2,6,-8,15,-2,18,-7,-9,19,-7
2,-6,20,3,0,12,0,-10,-6,19,5,19,11,5,10,2,0,-6,12,17,3,-4,-1
3,-2,-3,18,0,-10,-1,-1,5,15,4,-5,0,2,12,9,5,2,11,4,5,13,17
4,8,0,20,-6,5,3,1,1,1,10,-2,13,-7,-9,-3,-10,-10,4,-2,17,3,12
5,4,-5,19,-5,-10,5,18,15,18,15,-7,19,-7,12,2,10,-9,5,12,12,16,10
6,9,18,-2,2,3,3,-3,14,5,15,15,14,-7,0,1,19,8,14,7,11,-4,-3
7,9,-1,8,-8,3,14,-4,13,-3,12,6,-2,-7,-2,8,-8,4,14,-3,-8,0,16
8,13,18,9,14,-8,18,15,6,16,11,-3,10,-4,10,11,-2,16,6,11,-9,-6,16
9,16,0,13,-2,-7,3,2,-3,15,-3,10,8,17,10,14,1,1,1,7,1,20,12
10,16,20,10,14,-5,6,3,3,2,4,-6,13,-8,9,-4,2,17,-6,-1,15,8,-10
