"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,10,1,16,-4,-5,-2,2,1,1,9,-10,4,4,3,-9,-3,19,12,20,19,11,9
2,-3,20,14,8,6,-3,-2,-3,7,3,-7,2,1,6,19,-4,5,-2,-2,11,2,9
3,7,14,-7,-4,-10,6,5,11,-3,20,-7,15,7,7,-8,14,18,2,-6,-6,5,6
4,20,2,-4,9,17,8,8,-5,15,18,-1,-1,-6,13,9,4,-6,15,8,-6,1,8
5,3,5,-10,8,-2,-8,-2,-3,17,-2,16,6,-5,5,12,-9,9,13,-6,8,0,18
6,9,13,16,-5,1,-6,10,12,15,3,-6,0,-9,11,8,-4,20,-9,3,-2,8,15
7,11,4,1,1,7,-9,-1,13,10,-2,3,-3,7,-1,7,-3,-3,5,20,12,15,7
8,14,1,16,6,11,19,10,-10,18,3,4,-4,-10,14,11,5,5,3,19,16,19,-1
9,16,-9,16,0,19,-1,20,14,10,8,-7,10,14,13,6,16,-6,7,-7,15,-5,6
10,16,-1,-7,2,-6,-2,-3,-5,3,2,3,-1,11,-5,18,0,-4,-1,-8,9,19,3
