"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,10,3,14,-6,-8,1,0,18,10,13,-4,10,8,5,2,-2,-7,18,10,20,-3,18
2,15,11,3,-8,9,-10,-1,16,5,1,-4,7,4,3,-4,-5,7,11,6,10,-4,11
3,-4,3,-9,4,0,5,15,2,2,9,8,19,12,18,20,-1,-2,-3,4,9,3,-7
4,8,18,2,-7,7,12,7,18,8,-5,-9,20,20,14,-5,20,18,8,-4,11,0,-6
5,16,1,1,1,-8,13,-5,6,-3,1,7,0,-1,11,-1,-4,-5,-3,1,9,4,6
6,-6,-7,18,14,1,12,-2,10,-2,9,16,3,5,8,-5,10,12,9,6,0,-9,-4
7,13,-10,13,5,-7,12,-5,4,8,-10,17,7,11,20,5,14,-1,19,4,-8,10,-5
8,-5,16,7,1,14,11,7,0,-10,4,12,-9,-9,-4,1,-9,0,4,-4,7,15,-8
9,-4,17,15,10,13,15,13,-9,19,5,3,12,-10,7,2,17,-10,-10,20,-1,-9,20
10,-4,0,6,16,-7,17,3,-9,-6,2,-5,-9,7,4,-5,8,-7,17,20,14,-2,20
