"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-7,1,-7,-3,14,12,-9,-10,14,-1,5,-4,1,18,3,-1,8,3,0,-1,-3,5
2,20,-1,-8,-7,10,13,20,-3,9,6,9,7,13,-6,4,11,-4,0,-1,16,11,-8
3,0,-8,-8,0,6,10,-6,2,-2,18,-2,9,-9,-2,20,1,-5,3,4,5,15,-7
4,-3,14,-1,17,-5,11,16,-5,-9,19,-10,9,5,-6,-9,3,1,10,0,5,9,8
5,3,14,17,-8,9,-9,-7,-3,11,19,10,-5,-5,16,16,19,-3,15,-9,10,0,2
6,11,20,-9,-4,6,-1,15,12,6,14,15,-3,3,6,-8,10,12,3,0,11,0,4
7,-5,-6,16,9,15,7,5,8,5,8,11,13,19,16,13,2,12,12,-6,8,-7,0
8,13,20,11,-3,1,13,15,17,9,13,7,8,-7,16,8,19,0,9,16,4,17,3
9,1,15,6,-7,-3,-1,5,2,-7,6,12,18,6,8,18,7,4,-3,13,-9,-9,19
10,-6,-7,11,-10,20,-7,15,-2,0,9,4,-2,14,10,-5,0,-4,8,12,20,11,19
