"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,17,20,12,9,14,13,3,8,-1,20,6,14,9,3,12,18,-8,20,13,9,11,15
2,1,-1,16,-10,20,17,20,20,-9,2,11,4,17,11,14,14,1,-9,0,-10,-9,-6
3,-3,5,3,0,15,-6,7,-7,-2,3,2,20,-3,-9,-10,2,6,6,-10,-9,10,5
4,18,10,7,2,8,0,-1,11,-1,18,-9,20,8,6,-7,4,9,18,7,-8,1,15
5,-4,6,2,1,-1,1,-10,14,-8,12,17,-6,-4,18,-8,18,15,17,-8,1,10,0
6,19,4,0,-2,12,20,6,20,11,10,13,0,-3,0,20,-6,-4,14,18,11,20,-1
7,6,12,-1,20,15,11,19,8,-8,-2,3,13,3,7,-1,19,20,-9,-6,-9,-10,18
8,1,19,-7,-7,12,9,-4,-4,1,7,12,12,2,2,9,0,15,0,15,13,9,-8
9,19,-7,15,-2,-6,3,17,1,-8,7,19,20,4,1,16,0,-2,16,11,-10,-5,-5
10,-1,10,0,8,3,20,-3,3,-3,-4,-6,-8,18,-3,13,11,-3,-8,-6,19,0,15
