"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,8,-5,0,0,17,-2,17,4,7,-3,13,19,13,6,18,-8,0,5,-2,7,1,-6
2,6,12,8,13,17,0,16,18,-1,10,-1,4,-8,4,-1,13,0,-3,2,10,13,0
3,7,12,19,-7,14,10,-10,-3,19,2,-7,5,-7,-7,14,10,17,10,14,8,14,10
4,-4,12,-9,16,16,19,7,1,-6,15,19,3,10,9,-10,13,-2,-2,1,14,13,9
5,18,-9,17,12,10,-5,-4,15,-4,13,5,15,-1,3,-7,20,-9,18,-9,-5,-9,3
6,19,4,20,-6,1,0,13,11,9,19,-4,15,9,15,7,10,3,10,-2,12,-1,-8
7,1,-1,-8,13,17,12,4,14,0,16,9,1,-7,4,8,9,19,20,-9,-1,-10,13
8,16,-1,20,-10,-10,6,15,-10,1,19,10,8,-6,-10,8,20,9,6,16,10,5,15
9,-10,-9,1,16,-10,-4,-1,-1,15,2,-7,-3,9,1,2,8,-3,7,15,9,20,20
10,-4,6,12,6,20,-2,-1,12,7,17,19,12,4,0,15,-2,-9,9,1,18,20,8
