"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,16,7,18,-6,18,15,7,4,0,16,10,6,18,4,13,12,-4,2,20,8,3,19
2,-7,-10,18,-8,-7,18,20,13,16,0,13,17,3,11,6,-1,10,-6,19,9,-7,13
3,-6,11,-3,-9,6,-10,-2,-2,-4,8,10,7,2,7,11,8,-7,16,-4,-9,0,-2
4,2,11,-10,14,18,15,17,-2,-2,-7,16,6,17,13,-9,-3,17,8,8,4,-1,-5
5,16,9,4,6,6,20,-9,20,18,8,-3,12,15,12,-3,10,14,4,19,0,3,17
6,9,10,9,9,8,0,7,-9,14,5,10,0,15,4,18,10,-6,-4,12,6,-8,-3
7,16,14,2,-5,6,6,19,10,14,1,14,18,-4,-1,20,15,0,0,-4,-9,17,11
8,15,-3,20,-5,-9,16,20,5,2,0,17,-3,18,7,17,16,3,-3,-9,3,8,-10
9,20,-2,-1,2,8,16,-9,18,9,-9,8,3,16,19,4,3,15,-6,-10,20,12,8
10,5,1,-6,17,16,5,13,17,2,-6,-6,11,8,-1,20,-3,13,15,-8,5,-6,0
