"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,6,10,8,-4,18,6,4,-4,4,-3,11,-4,-7,6,6,18,0,-5,-3,2,-4,4
2,0,-5,12,6,6,1,13,5,3,18,-6,18,12,5,-8,1,4,3,-7,17,-6,-9
3,-9,0,5,-1,-7,-5,19,2,1,6,-10,3,15,-5,3,14,-10,-3,19,17,5,1
4,6,-4,-3,1,3,5,-10,0,-7,0,5,-2,9,4,11,-2,-5,16,-4,1,5,-6
5,18,-1,-9,8,-6,0,12,1,-6,3,18,7,16,12,8,-10,17,10,10,17,16,-1
6,-3,8,-3,3,0,-7,0,5,8,20,-4,9,13,19,4,18,18,-7,19,20,-3,17
7,6,11,-3,0,4,-5,-3,11,4,8,8,9,18,16,0,-7,11,14,14,1,-10,19
8,0,13,-2,2,20,7,0,17,10,4,4,15,10,-6,15,-2,3,16,-8,-4,9,8
9,15,12,12,5,-8,2,2,-6,-5,12,4,-4,-5,20,-8,-6,-7,-9,6,-8,18,19
10,13,12,19,-4,-5,-10,0,6,5,14,2,-3,4,-10,16,-4,-9,4,20,16,18,16
