"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,11,-5,10,13,-7,-10,-10,-1,10,-10,19,12,-4,9,8,17,8,-8,-6,11,4,15
2,-10,2,4,3,18,6,10,1,10,18,10,19,-7,-3,12,-5,13,-7,-7,17,14,7
3,-1,6,18,3,5,16,1,13,12,-5,6,-8,13,8,1,-5,-10,-8,-3,-9,0,4
4,-8,9,17,12,10,2,-9,-1,2,0,-4,11,16,5,-2,20,5,-6,-9,2,7,2
5,16,-7,-3,12,15,15,-4,5,-8,2,15,-1,-5,10,-2,11,-8,-8,-2,2,18,1
6,10,-9,-4,11,0,11,-8,10,12,-5,14,-5,18,-7,-6,7,-3,12,3,8,-10,4
7,17,11,6,5,17,9,18,15,1,17,6,-10,-4,9,16,17,2,15,-8,5,20,12
8,-9,-3,12,6,-6,-10,9,-7,20,16,9,-4,18,-8,4,10,-2,15,7,17,6,7
9,19,18,-1,-6,17,14,-6,-3,12,20,-3,8,18,-1,-4,-5,-1,6,-4,16,-10,-10
10,15,15,-1,-6,19,-2,3,-6,12,-2,18,-7,4,2,3,-9,20,-6,3,16,5,-9
