"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-5,20,2,7,14,7,6,12,-4,-9,11,6,7,1,-4,-4,12,-8,15,10,16,14
2,14,-6,-3,12,12,-3,-5,-9,1,8,2,15,-4,10,13,-4,14,8,2,5,7,-4
3,4,-1,0,15,6,0,12,14,-1,14,-9,0,-4,1,18,12,8,13,-2,17,4,-1
4,-10,5,-4,2,7,16,-7,0,3,4,4,19,14,10,-3,18,12,8,-10,-10,-1,-10
5,-4,0,0,12,-3,10,7,0,5,1,17,-8,-1,19,-10,19,-5,9,3,20,20,5
6,-1,8,3,3,15,-3,-9,-8,-10,-4,1,11,-2,20,-9,8,16,12,7,2,14,-4
7,17,-1,2,-6,13,2,4,4,11,12,19,-2,5,19,-1,8,-3,0,18,20,-10,-10
8,8,9,19,13,2,7,11,14,7,8,20,10,-3,-1,9,17,14,-2,11,4,13,16
9,1,11,-1,20,5,16,-6,18,4,-10,-1,-6,15,3,3,6,-1,13,12,-9,19,-6
10,6,18,13,-10,12,15,-1,12,19,1,2,-8,-6,19,18,14,2,-10,9,11,3,10
