"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,1,18,9,5,6,5,8,-9,-4,-5,1,-2,12,0,0,6,-10,-8,20,-4,-5,11
2,5,-7,6,-7,2,-10,5,8,15,3,15,-7,19,15,17,12,-2,-4,17,-6,16,5
3,-7,2,-8,8,-7,0,14,4,13,8,4,-4,-6,-3,-5,4,-6,-4,12,-3,9,-10
4,-8,-7,0,5,10,9,-8,0,20,11,-9,-6,10,2,0,12,14,2,-8,8,15,17
5,-10,10,6,19,-10,1,19,12,15,12,1,-3,9,3,-2,14,7,10,-9,-7,12,14
6,18,5,-10,19,15,13,10,12,19,9,19,-10,-9,14,12,-4,12,-10,-9,19,19,-7
7,15,-3,1,14,12,-2,-9,-10,17,15,7,-8,15,11,9,-10,19,12,-5,-7,1,7
8,-8,19,-2,15,17,6,16,11,-1,0,16,1,17,16,9,-5,14,13,8,17,-2,15
9,8,3,8,15,9,7,-9,-7,5,-3,16,12,8,-3,8,-8,17,-1,2,-4,7,0
10,-5,1,-1,12,16,-3,-7,18,14,2,7,16,-3,4,-5,-2,14,-4,19,5,9,11
