"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,0,-4,16,-10,-4,4,6,1,9,14,-4,6,6,11,3,6,-2,4,5,4,14,-6
2,-6,-8,2,1,1,14,5,11,13,8,19,-7,-9,6,12,1,-8,15,-1,3,5,-8
3,6,-1,-4,12,0,12,-4,8,9,8,18,-10,6,8,12,-9,13,5,18,11,9,12
4,4,-3,4,-2,18,-1,-10,-3,-4,0,10,6,16,13,-2,-6,-7,16,6,-9,8,6
5,12,13,-5,-7,7,8,-6,18,3,-2,12,8,-8,-1,20,18,17,-10,-5,-3,2,17
6,0,-10,16,-4,6,-2,-5,-5,11,-8,-10,-7,-7,-1,14,16,7,3,11,-3,-10,-10
7,6,17,5,7,16,4,-10,-10,3,15,8,16,-4,11,3,-4,9,19,19,-8,-6,-4
8,4,2,3,-6,10,-5,-4,-3,10,17,1,14,15,17,-9,11,18,7,10,5,1,-9
9,1,-8,3,11,20,4,14,6,11,20,-9,8,12,14,2,12,0,7,-2,-10,-8,15
10,-3,19,-6,-7,4,-5,6,-6,13,8,19,2,6,9,-1,2,6,12,2,5,-3,3
