"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,8,9,0,16,12,-8,2,-9,9,5,10,8,3,8,6,7,-9,-10,-4,-7,0,2
2,7,19,5,9,-9,20,3,-10,-8,16,15,20,-5,16,14,1,4,13,16,-6,12,16
3,6,0,11,11,3,-4,12,8,12,-6,2,11,-10,19,20,-3,0,-4,-2,-2,6,10
4,0,9,3,-2,14,20,5,15,5,1,18,0,4,-2,-2,-8,6,9,2,13,2,5
5,-8,-5,-2,10,18,11,-9,4,4,4,-3,12,5,18,-3,9,11,12,11,2,-7,-8
6,19,-3,-9,-9,11,16,14,-10,11,14,9,-6,6,12,2,5,16,-3,-3,2,-7,-7
7,20,18,4,-6,2,-2,-8,8,14,15,12,-1,7,12,9,4,12,2,13,16,-1,-5
8,12,5,1,16,9,5,3,15,4,-1,-1,15,2,-1,10,18,17,0,-6,14,-3,2
9,15,-3,14,4,-8,6,11,16,14,-5,-10,15,16,-4,19,2,-5,11,-7,1,-10,0
10,4,7,2,9,0,2,12,-4,18,-7,-9,18,15,-9,6,4,-3,3,7,12,-10,5
