"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,3,16,13,15,-7,-1,-7,11,9,19,14,20,4,10,0,8,17,6,3,15,19,1
2,0,-2,-1,2,-9,7,14,1,10,-8,-10,0,0,12,13,19,2,10,9,4,-9,3
3,-5,-5,20,6,-5,-3,9,-5,15,13,8,-6,-2,16,20,3,-9,-9,20,-6,-2,-3
4,6,10,-7,-9,-10,19,-8,20,17,5,10,-3,2,-3,6,12,-7,20,6,17,-10,9
5,3,19,17,5,-4,10,9,14,-8,18,4,-2,-7,0,-2,18,6,12,12,14,13,-1
6,0,0,20,15,8,17,6,10,-8,17,6,11,14,16,11,20,11,20,-3,4,-3,-9
7,1,16,5,-10,-8,11,9,19,7,10,17,1,6,5,5,9,-4,18,0,-4,-9,-1
8,7,-1,-6,7,3,19,14,8,3,-7,-1,9,16,8,-7,16,6,-7,17,18,9,4
9,-2,0,-5,11,15,-5,-8,-2,-1,0,18,11,-2,-3,10,-2,-8,19,5,15,20,-8
10,11,19,2,-8,-4,1,-3,8,-10,9,13,7,-10,20,-10,6,-9,20,-4,-3,11,-9
