"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-2,4,-10,0,15,17,1,14,10,8,-9,14,16,-5,4,-5,15,-4,15,7,12,-5
2,-1,-4,15,13,11,-1,-10,-3,4,3,-1,1,-9,10,9,13,2,0,10,20,12,16
3,7,18,2,4,12,-4,12,8,-4,1,3,6,17,-10,-3,3,14,8,9,19,-4,-10
4,15,19,9,4,-5,-7,17,-10,19,-5,15,5,-9,9,-3,-9,9,3,18,5,-9,-7
5,11,1,17,-8,15,2,-5,10,-4,15,-1,9,13,-8,20,-8,20,20,-6,9,7,-3
6,-3,11,0,15,4,20,-10,4,20,9,-7,-10,1,2,8,-2,8,-5,7,-7,-5,-1
7,-10,16,20,7,18,15,9,2,16,-8,15,-9,2,5,8,18,-9,17,12,9,-2,6
8,-3,2,-10,14,-4,-8,-10,16,0,-8,4,2,5,8,6,9,20,17,-10,20,1,12
9,9,7,1,11,12,13,5,14,-9,-2,18,13,-2,3,20,7,12,9,1,17,20,7
10,12,19,-1,5,7,6,-3,16,-10,11,8,1,-10,-5,9,5,-9,17,9,14,-7,-4
