"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,2,8,6,7,6,13,15,4,-3,18,11,0,6,-6,11,13,-1,-2,7,-6,0,-10
2,-10,16,15,5,-3,6,-1,4,-6,17,1,5,-5,20,12,11,15,-3,8,17,11,3
3,19,15,20,2,16,-8,-2,14,10,3,6,17,2,13,-1,-3,20,2,4,2,9,-1
4,17,3,14,-2,-7,-1,11,0,-2,-5,18,-8,17,-4,1,13,17,13,-1,5,-1,15
5,-6,13,3,6,2,-3,5,6,-10,17,6,7,13,10,1,-10,9,6,-2,8,3,3
6,3,18,-9,5,16,4,5,12,8,1,1,-8,-10,3,5,1,17,5,-8,7,-5,12
7,11,16,11,-8,-9,-10,0,18,-4,13,-8,8,11,14,2,13,13,20,-3,-9,-7,-2
8,16,5,-10,13,6,20,16,6,0,9,19,-2,3,17,-4,-6,-8,2,-2,-8,-8,-1
9,20,-8,14,1,-9,2,14,9,18,4,19,13,8,-9,13,7,8,10,-9,15,8,19
10,3,20,-8,20,7,13,1,12,19,12,11,10,-2,8,14,-7,20,10,-2,11,8,-7
