"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,3,17,7,16,-9,4,18,16,9,6,14,10,-3,1,18,9,13,-7,3,9,20,14
2,-7,15,-7,-4,14,17,0,11,-8,18,8,-8,13,0,5,-7,2,20,-5,19,-10,12
3,7,20,-8,-4,2,-1,0,-1,4,2,-9,-8,17,5,1,0,2,5,14,-4,-10,9
4,-4,18,-10,12,3,10,-8,-6,-2,-7,6,-5,1,9,-9,5,2,-10,3,18,3,11
5,19,-9,-8,8,20,-8,8,-7,-10,-8,15,5,-2,11,14,3,13,17,-1,5,-3,11
6,-1,-2,-9,-6,15,-6,-9,-1,9,2,5,-2,13,3,6,4,11,14,-1,4,-3,6
7,14,2,-8,-2,17,10,15,5,4,2,-9,14,16,-4,9,9,-10,9,-4,4,20,16
8,6,17,3,19,15,-7,18,7,-3,4,9,-1,-10,11,-8,15,-10,-8,10,5,7,-2
9,20,14,-7,15,2,-5,13,4,11,5,20,20,19,-9,13,-2,12,3,-7,14,11,18
10,-1,-9,-1,15,-6,15,-2,-3,4,20,4,10,-5,-9,8,18,3,-2,3,-7,3,3
