"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,9,4,-8,14,-8,18,-1,-1,-2,8,7,19,18,1,5,11,-1,11,-8,19,16,4
2,-3,-9,4,10,13,13,0,7,2,5,3,5,14,-5,-5,18,14,0,2,-5,1,10
3,8,11,4,14,20,17,11,11,5,9,5,11,11,2,2,-6,16,19,-7,1,-9,9
4,20,7,-9,3,17,11,5,13,2,-7,14,6,-10,4,-1,12,5,5,6,4,20,2
5,7,6,11,13,10,-9,-6,2,3,-9,-7,7,-2,20,0,8,0,14,-9,20,-10,5
6,-5,15,8,15,-3,19,-2,3,13,14,8,20,10,-2,9,1,-7,11,19,-3,8,16
7,2,-10,-6,13,17,7,6,7,-7,-5,7,19,17,-9,15,15,18,-3,-9,4,5,6
8,9,-4,16,-5,5,9,1,-7,-1,17,-4,4,-5,2,3,0,17,-9,9,3,-9,2
9,14,17,-2,-7,-7,-3,15,0,4,14,-5,19,3,10,7,4,14,-1,8,3,-8,0
10,13,-3,9,19,-4,8,-8,10,-2,0,-9,-5,7,8,-2,18,-9,-7,16,7,13,15
