"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,20,-1,-2,10,3,13,5,0,3,13,8,1,-3,14,4,-5,2,2,0,17,-8,5
2,-10,19,12,0,-6,1,-8,10,-3,-6,-8,5,11,-1,16,11,3,20,13,19,-8,8
3,-3,7,7,2,10,-4,12,14,7,6,-9,9,5,-9,16,17,8,-5,7,7,14,-4
4,16,1,0,1,5,17,20,20,16,12,7,1,1,14,7,1,5,0,-5,-6,-6,-10
5,7,-7,7,-10,3,11,-5,16,-9,17,15,9,14,-4,2,13,18,-7,4,1,0,-10
6,14,-10,0,-1,14,6,0,-8,-6,20,-1,-9,-10,3,-3,15,20,15,6,7,2,-9
7,18,3,9,13,13,5,-7,2,14,5,8,-6,7,-1,15,5,19,-2,2,-2,5,-2
8,-2,-6,7,16,-10,-5,4,6,-10,-9,3,-10,14,-6,0,2,-5,-5,-5,20,-9,13
9,20,12,13,14,5,14,3,-9,5,-3,1,14,-7,18,-4,-2,12,6,18,-2,8,-9
10,1,7,8,10,-1,0,-9,1,17,-10,8,20,4,-5,-7,14,16,17,0,7,6,-6
