"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,6,-10,16,15,17,20,16,-4,11,10,19,-1,-6,-8,-9,-10,-7,-4,-6,3,-1,10
2,-3,-2,-6,18,16,9,-10,-6,13,7,18,5,-9,-8,15,11,-10,0,6,13,17,7
3,15,-9,15,7,1,6,2,12,7,4,12,-3,20,18,14,-7,-5,-3,0,10,-4,2
4,4,17,7,8,-8,16,-8,9,17,-10,-8,0,-9,9,6,-7,-10,17,-2,-3,11,-1
5,-6,-1,-7,-3,17,-10,16,-10,15,-2,20,10,1,8,14,11,16,7,8,0,15,11
6,-2,11,18,8,-2,-7,1,4,2,9,4,2,20,7,5,-8,-3,18,7,11,-7,17
7,14,12,8,-4,-7,-5,6,15,11,5,-2,8,2,-1,7,0,12,17,16,-7,18,8
8,7,7,6,16,18,-1,14,0,-4,-3,15,15,15,16,-4,17,12,-2,-2,0,19,2
9,3,-9,-8,1,17,11,3,18,3,-6,3,2,-4,16,15,-5,11,-1,20,10,-10,16
10,14,-6,20,-5,5,-3,-8,-2,6,12,-8,7,19,6,16,-4,9,20,4,4,18,16
