"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,16,0,7,-6,1,-6,0,3,20,13,-5,-10,-1,18,-1,6,11,-6,-9,1,9,-2
2,4,6,19,19,16,20,-10,1,15,-2,10,14,5,-3,18,-3,13,5,0,14,1,-7
3,10,-4,12,7,-3,-4,7,-4,15,2,-3,-10,0,16,-7,-8,7,14,10,5,13,-4
4,3,-4,14,15,-7,8,1,12,5,-2,11,-9,13,11,8,0,12,16,-3,2,10,20
5,0,12,7,-6,12,6,-7,4,-4,17,17,17,4,19,2,20,0,-10,18,18,5,12
6,-6,-7,17,12,9,15,0,-6,10,17,15,-10,20,16,0,-3,5,10,13,3,9,9
7,-8,-4,-10,19,2,18,-6,-3,-9,15,12,9,6,5,15,-6,-8,8,6,9,-7,13
8,11,0,4,15,-7,-6,17,7,11,14,12,-8,-8,-10,19,-1,8,8,0,3,-8,-6
9,-6,-9,-3,9,-10,-10,5,17,2,19,-7,-9,-5,14,-9,14,9,-7,-5,12,-3,-10
10,11,-6,-2,-8,20,2,-10,6,-6,-2,5,-9,10,10,5,1,18,13,11,-10,4,11
