"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,12,-6,12,10,-4,16,1,11,-1,-2,-6,13,-2,3,-2,-8,10,0,4,20,-6,10
2,17,0,-6,16,5,4,17,2,-1,5,0,-3,10,5,6,4,2,10,4,18,2,0
3,9,20,-2,-3,12,17,12,20,-10,-6,11,2,-6,-2,-8,-10,-8,13,11,0,3,-1
4,17,5,-6,0,-7,-10,3,-6,2,1,2,-3,20,20,19,14,15,17,14,-2,9,-3
5,16,10,-9,-5,-3,5,-3,3,19,0,0,6,-1,13,-7,16,5,-10,7,-4,-8,15
6,18,0,-7,-7,-3,-8,5,-5,9,17,-6,13,20,17,-8,9,-10,4,-10,8,-2,-10
7,-3,15,6,16,11,14,0,11,-1,17,10,16,-10,7,12,2,-6,4,18,-10,-6,1
8,18,-4,10,-7,13,0,7,17,-7,-8,2,19,-1,15,7,19,-8,15,16,-4,-10,19
9,2,4,18,-8,-7,-8,19,13,-10,18,-1,17,-7,11,-4,2,14,-5,5,10,16,19
10,15,-1,15,19,-9,9,7,-6,9,1,19,10,16,11,15,12,14,1,18,12,4,13
