"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,8,16,-6,1,-8,8,-8,12,-4,8,-9,12,-1,19,1,14,6,14,-7,17,15,2
2,7,9,4,-1,4,17,12,20,-7,-7,11,20,5,0,-2,-6,-10,16,7,12,16,-10
3,1,11,17,16,18,11,6,5,15,12,10,-4,9,0,3,-9,8,-3,5,-10,19,18
4,3,-10,2,5,8,12,-9,-9,13,-6,0,5,15,9,-2,-3,-5,19,7,-9,9,6
5,8,4,3,7,10,-5,20,5,11,5,0,-8,13,-3,6,1,-7,8,20,-5,-5,6
6,7,12,10,-5,8,-6,10,7,-8,0,1,-9,10,0,-6,15,14,-1,-6,5,-2,-4
7,10,3,19,18,-4,7,3,5,14,12,6,17,18,11,11,8,2,1,13,-10,-8,-9
8,-4,6,20,13,20,11,11,11,2,10,20,-2,18,10,16,1,4,11,17,20,-2,-10
9,16,9,18,10,-1,9,9,-7,4,2,12,5,5,0,11,-7,-2,13,7,7,-9,5
10,20,4,-4,18,18,5,9,18,-3,18,16,1,12,16,8,-7,0,5,-6,-5,-1,-7
