"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,5,2,5,-5,18,0,20,14,-5,-8,-2,-1,16,-10,-6,19,3,16,9,-4,1,5
2,-6,16,16,-2,-5,-1,-6,-2,3,12,-4,-9,19,13,-4,11,5,20,14,-10,-1,17
3,7,-9,6,3,-8,18,7,6,-4,-8,16,16,0,19,4,-8,17,2,3,13,16,12
4,1,14,-8,13,-6,-4,-5,-6,16,4,20,-7,-3,20,0,-1,7,0,-6,18,-4,10
5,7,-3,15,7,11,17,-6,10,6,-1,-1,10,12,15,19,0,-2,9,18,6,-8,-6
6,0,17,-1,14,2,10,-9,-1,15,4,-6,10,6,-8,-1,-10,15,9,8,15,17,15
7,10,13,7,-9,0,3,-4,3,4,12,-7,-6,5,18,16,17,4,-1,13,-9,9,14
8,16,7,-1,1,18,0,19,14,1,-8,9,-3,-9,19,-6,5,-6,-6,6,-9,8,-1
9,6,-5,13,0,1,11,12,4,18,9,-6,1,4,4,15,-4,-10,3,4,10,12,-9
10,-3,-4,13,0,16,-2,2,20,20,2,16,-2,5,8,7,13,1,4,3,0,9,17
