"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,11,14,14,9,-7,9,9,0,9,-9,10,-9,13,-4,7,0,4,12,2,-7,17,9
2,-6,7,13,-3,2,19,0,8,7,-8,-4,19,14,20,7,18,12,9,15,-3,2,-1
3,-6,14,18,19,2,-6,12,10,-6,9,-10,8,3,-8,10,6,-1,19,9,-2,15,14
4,5,19,12,19,-7,14,16,-7,-4,-6,7,13,-5,16,-4,12,-5,16,-7,9,3,-3
5,13,16,19,-10,-10,-6,20,8,2,8,-5,19,2,14,20,-5,13,1,3,3,-2,2
6,12,6,-1,10,-4,1,-5,16,13,12,10,-3,14,4,1,19,1,1,13,-4,2,7
7,-2,15,-1,4,2,-6,9,4,11,-5,5,2,10,-10,-10,19,3,7,15,1,16,12
8,-3,13,-8,19,12,18,1,-9,-6,11,-4,1,6,1,-4,20,-1,5,10,13,6,4
9,-7,6,-2,20,2,20,3,19,-1,-3,-5,13,-2,9,10,-10,18,-4,-1,8,7,9
10,-3,2,11,18,16,-5,-3,2,9,18,17,-3,17,18,15,-1,10,2,2,-10,-6,-8
