"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-5,12,-8,13,-6,3,0,4,8,-9,19,-1,8,0,-3,3,5,-7,11,-5,-8,10
2,1,5,-5,0,0,13,3,1,-2,-10,-7,-6,-5,13,13,-9,-9,12,8,7,6,4
3,12,5,-1,-3,10,-6,3,2,2,13,20,10,2,6,7,-1,0,15,-6,0,5,12
4,17,-1,4,6,-8,14,-5,-7,11,-8,3,13,-2,3,6,11,5,0,18,-5,20,18
5,17,-4,3,14,14,5,-10,-7,-9,11,-6,-5,-5,9,18,5,18,19,14,6,-8,-5
6,16,-5,1,-3,14,11,-5,14,19,12,-6,8,15,-5,18,-8,0,9,13,-3,-6,7
7,20,10,12,8,13,-2,-9,20,3,-6,14,3,9,17,15,19,9,16,-2,8,-8,10
8,-5,17,5,-7,10,-9,2,15,2,-7,19,18,0,19,1,6,9,5,17,3,19,17
9,10,5,16,-1,19,-6,-3,17,20,15,13,3,4,10,8,1,10,2,18,-8,10,18
10,12,-9,1,9,-1,13,5,1,3,16,11,16,11,-2,18,-9,4,0,14,-2,6,-7
