"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-10,13,7,7,-10,1,11,-5,5,0,-9,-1,13,-10,6,-7,5,-3,8,-9,-6,16
2,0,-3,-7,10,-1,-2,16,20,1,10,2,9,19,-4,-10,6,10,6,-10,0,10,20
3,-7,8,16,-3,14,3,9,-1,5,-7,-9,2,14,19,16,20,20,19,18,4,-7,10
4,14,-9,-9,18,-7,4,16,6,0,-9,2,-4,4,13,7,-7,-9,9,14,0,4,5
5,-7,-10,5,-10,17,9,2,14,13,-10,18,1,14,2,-10,6,7,-2,20,13,14,-9
6,11,-8,3,8,0,3,7,-9,-2,2,-6,-6,-5,13,4,-1,2,11,13,6,-1,8
7,4,-6,-5,12,7,7,14,13,-2,3,-1,6,6,-10,4,14,4,19,18,2,8,15
8,4,-7,15,16,19,7,20,4,-2,-2,15,18,-10,12,11,17,10,-5,7,2,10,-7
9,10,-2,10,-9,-1,0,-2,2,19,4,-7,14,2,12,4,1,3,-6,-5,-2,-3,13
10,8,10,16,13,-8,15,-1,19,15,-9,-5,5,1,15,0,-3,18,17,-2,13,-9,-1
