"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,12,10,2,20,20,-1,6,-2,-2,6,12,18,-7,19,-5,11,-4,2,12,16,14,10
2,5,9,17,0,14,-5,-9,6,12,18,-7,-6,20,1,19,20,11,9,3,4,13,-5
3,-4,19,17,18,-9,8,-7,4,13,6,20,7,-7,13,8,17,-10,-6,8,12,15,6
4,8,-7,17,-6,14,-3,13,-5,14,1,-7,-4,9,5,15,-5,7,18,15,5,9,-10
5,8,9,3,4,19,5,14,15,17,17,20,5,2,1,-7,13,18,7,3,-5,7,0
6,-2,10,9,-9,18,-2,5,-8,5,9,6,6,18,11,-4,12,0,0,-6,11,3,18
7,6,12,-8,14,8,4,3,1,9,-3,16,12,17,-8,-2,-8,20,9,-2,15,11,17
8,0,-8,18,20,20,14,2,14,10,-7,6,13,-3,5,6,19,-1,11,12,9,2,-2
9,-1,19,-6,0,3,10,-3,1,-2,19,17,-8,11,18,11,-1,20,7,-9,17,-2,10
10,16,13,13,1,20,17,16,6,-8,12,20,-5,-7,8,17,13,10,1,6,20,10,-2
