"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,14,9,-5,-6,20,10,-8,14,16,-3,-1,-3,15,-4,20,-6,14,20,9,14,8,-6
2,16,1,17,-9,-10,7,-7,19,-9,18,12,13,2,2,10,1,-7,9,20,-9,7,8
3,0,4,19,5,-7,13,-9,15,12,1,16,-9,10,9,19,2,14,-8,14,4,6,1
4,20,-2,-2,17,10,-5,6,3,11,-10,15,-3,17,-6,1,17,7,-8,20,17,-8,20
5,-3,18,4,0,-8,3,5,-7,6,13,-6,-5,14,17,19,8,5,10,-2,-3,20,17
6,-3,16,-5,3,-10,-3,4,2,-7,-2,-3,15,-10,11,18,15,-3,3,4,-3,-1,-3
7,14,-6,12,2,3,7,7,3,4,-9,4,18,10,16,-9,11,-1,10,0,-10,-5,-9
8,6,1,-9,1,-2,12,4,-10,13,-4,-7,4,-6,3,18,13,-7,-7,6,16,2,11
9,-1,-7,4,13,18,16,16,-3,16,-10,11,9,-5,-3,-1,-8,2,7,-2,4,12,6
10,1,11,14,11,3,3,5,17,16,-6,18,4,-4,20,17,-10,7,-6,-3,-2,11,13
