"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-5,13,-8,-2,11,14,4,17,-10,11,2,-10,18,4,-6,10,7,-9,-5,-1,13,2
2,16,3,9,-5,17,7,13,1,-1,17,5,12,-5,18,-5,18,7,13,-10,2,11,2
3,-4,3,10,-8,8,7,18,3,-7,16,14,13,-4,3,16,-4,14,16,20,17,14,-2
4,-8,17,9,11,15,20,19,4,-3,6,-4,3,20,-8,15,17,-10,10,18,4,16,11
5,-4,5,-3,-3,6,8,-4,-6,11,5,13,0,-4,13,16,-4,20,13,11,5,5,2
6,17,3,1,9,-7,6,3,10,9,19,-3,8,11,4,15,11,9,20,-8,10,20,7
7,19,20,17,-8,-8,14,19,9,-3,19,-1,-2,-3,11,13,7,-5,-2,-5,2,-3,-7
8,12,3,13,4,-4,16,6,-2,14,17,9,13,-9,12,-8,-1,-1,10,5,-7,9,14
9,1,-9,15,16,-3,5,1,17,-1,5,16,-1,19,2,19,0,11,12,4,-2,-8,18
10,5,-8,4,10,14,-10,-2,3,11,-1,15,13,6,-2,20,3,18,8,-2,16,4,-10
