"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,17,11,7,1,-7,-4,-2,-7,-6,16,-3,-9,10,-2,5,5,5,-7,7,19,18,20
2,-1,-9,-4,5,-1,-9,2,18,-4,0,6,-3,12,8,3,12,4,4,15,-5,11,-3
3,-5,13,10,2,1,17,2,18,-3,4,-7,0,-4,10,10,-8,18,20,7,-7,-6,20
4,6,14,11,2,-9,-3,7,4,8,-6,-8,18,17,9,-1,7,6,16,8,5,-6,15
5,14,-6,-3,9,12,4,3,7,2,-5,9,0,19,-9,9,17,-1,14,9,11,5,-4
6,-5,18,1,7,7,-2,13,12,-5,-6,20,-7,-6,8,11,0,12,16,1,-4,2,5
7,5,19,0,10,16,12,-10,2,-9,14,12,16,8,4,0,14,10,-2,-7,17,-8,-2
8,-6,13,7,-9,12,-7,18,20,9,10,9,-5,9,0,8,2,-8,15,16,-2,-4,-9
9,-6,14,19,3,13,14,0,2,-9,20,20,-7,9,11,5,6,1,17,1,11,-3,18
10,8,1,16,20,-6,6,9,0,-10,5,-10,7,-9,12,13,0,1,6,3,-9,-10,15
