"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,12,-3,-1,12,12,-8,9,15,-1,17,-2,14,6,-9,-1,18,-3,-3,1,-8,10,-1
2,3,17,3,-10,13,-8,17,8,17,-5,5,1,-1,15,-3,13,10,14,14,1,14,-6
3,8,8,8,0,1,-5,19,5,-6,-5,-10,16,0,6,4,3,10,15,2,13,19,-4
4,-9,1,-9,19,13,11,-5,-3,-10,7,9,18,-6,-10,18,7,15,6,18,-9,14,13
5,13,-9,-8,7,9,-6,10,13,10,-9,20,8,10,-6,2,19,12,9,0,-4,18,-7
6,1,18,-1,15,-8,-4,13,-5,-4,20,10,-6,-3,3,2,6,2,15,9,6,16,-8
7,11,-4,18,19,3,-8,13,0,4,5,8,-2,17,15,-9,-7,0,17,-4,11,-6,12
8,11,-9,0,3,12,-8,8,13,5,0,-2,17,-10,-3,11,16,5,3,-10,-1,-1,-8
9,14,0,-5,-5,5,-10,-10,-7,-6,-4,1,7,-10,1,8,-8,12,12,-2,-4,10,15
10,-9,5,-9,12,20,-2,4,11,0,-3,9,15,4,-8,19,-7,19,-8,-1,6,-4,18
