"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-2,10,12,19,-6,15,14,-10,14,0,-7,15,12,-3,-5,2,5,-2,-1,-3,17,13
2,13,20,-1,6,11,10,14,18,10,-7,0,10,-5,14,11,15,-9,-9,14,17,7,-10
3,19,14,19,-1,20,5,15,10,14,19,19,-5,-9,2,13,-9,12,-6,-2,6,-6,17
4,12,6,-1,15,9,1,1,4,-4,3,0,19,14,-3,-5,9,14,5,-10,-5,2,2
5,15,-2,-4,-4,13,-3,11,4,5,7,-9,20,19,16,12,-8,8,2,-2,3,14,20
6,-5,2,-4,4,6,5,3,-2,18,-6,5,1,7,-8,3,6,5,-4,5,-3,-1,12
7,8,15,0,5,-4,8,12,-3,-4,2,-1,11,14,3,5,-3,-7,20,-7,-1,-6,1
8,3,13,14,15,13,-6,12,2,2,7,12,5,5,1,17,5,20,20,15,2,-5,1
9,15,3,6,18,-9,-6,-5,1,-2,-7,-9,10,-8,0,5,20,8,-9,15,8,-7,16
10,11,7,16,-8,20,14,10,-5,-7,-7,-5,8,2,4,19,20,15,19,13,-6,-5,18
