"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,18,17,10,6,4,19,-7,8,-7,9,-4,-10,9,4,20,7,17,-3,-8,-6,8,-4
2,20,0,-3,-2,10,-5,19,-1,3,10,11,18,13,-5,2,-9,8,20,20,2,-3,16
3,-4,6,8,4,3,1,6,16,7,7,-8,5,-7,7,-2,-5,18,1,-1,15,17,-9
4,7,13,11,4,14,16,13,5,-6,16,20,20,14,-6,3,12,-2,13,5,13,14,18
5,-6,0,18,5,10,0,-2,9,-5,7,-4,-3,0,-2,9,9,10,15,-9,0,7,-5
6,13,18,19,12,10,-2,5,6,11,19,-8,20,-3,8,1,8,1,9,-8,-7,19,14
7,0,9,1,-2,9,-7,-3,3,-9,13,3,1,15,9,-7,10,9,6,9,9,3,7
8,-2,5,-1,11,-9,-10,3,17,-4,2,11,5,1,0,16,10,20,0,4,-5,14,0
9,7,-5,15,14,-2,15,5,-1,12,20,-8,-10,17,1,7,17,-5,9,-9,-8,-5,12
10,-3,1,19,-4,-2,18,-7,10,16,7,2,-3,-9,6,7,-6,18,7,18,-10,16,-8
