"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-8,10,-7,-6,5,0,13,5,7,12,14,12,2,18,3,12,-3,8,8,9,19,12
2,6,15,20,12,18,12,12,-8,-5,13,7,-2,7,11,8,2,-4,2,-5,8,16,2
3,-6,-9,2,-4,-9,4,15,-3,-9,6,10,0,17,9,-5,13,10,-3,15,18,7,-7
4,-10,-7,8,20,-4,-9,-3,-5,-10,12,-2,2,-6,2,17,2,17,7,17,-8,9,18
5,19,-9,-9,-7,4,4,5,18,-1,9,16,-8,20,-2,2,18,6,5,-10,-8,-6,1
6,0,7,5,-1,8,1,-5,3,-2,7,-4,14,16,12,3,19,-2,-5,-9,3,-3,-10
7,8,13,9,6,-7,0,6,15,11,9,5,-1,-6,16,10,-10,5,17,19,15,0,19
8,16,1,9,9,17,11,16,-3,-1,13,20,4,7,-10,19,-10,4,-1,19,-8,-3,-8
9,7,14,-1,12,-1,16,16,8,-5,2,20,8,6,15,0,3,20,19,-8,-10,17,8
10,19,10,-5,-6,13,-5,17,11,0,4,13,17,0,-4,10,14,20,-1,13,6,13,-3
