"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-8,-1,20,-5,-8,2,-10,6,-3,17,-10,12,14,15,16,11,13,-10,1,-10,-1,-10
2,-3,-4,8,-6,11,1,4,-3,20,18,-5,-3,-5,-8,-6,-4,3,-1,-1,-2,-2,19
3,-7,19,20,-1,11,13,-4,-5,-2,10,2,17,-5,-5,12,4,-6,-8,20,13,-9,19
4,9,-1,-1,20,-8,-8,3,16,-8,18,9,7,-7,-1,-1,-6,15,8,1,-4,18,2
5,-1,19,-6,20,10,4,-2,8,16,-1,-3,0,1,17,-5,13,20,4,-4,-7,-8,-10
6,15,14,2,15,3,9,-1,-3,14,8,1,-1,-1,-3,-4,8,5,-5,12,18,-3,5
7,20,19,-6,-3,-3,20,2,8,10,7,11,-10,-4,-3,5,5,-5,20,5,9,15,9
8,4,20,-8,-1,1,1,4,11,-5,7,20,6,5,0,20,-1,-6,1,12,17,-9,8
9,-5,15,1,-8,4,12,-8,18,-9,16,-8,5,-3,20,17,13,18,3,17,17,11,10
10,-8,-4,-4,5,20,-3,-9,-6,-3,3,8,2,-3,17,1,-10,-5,3,-6,18,11,-2
