"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,2,-3,20,20,6,17,6,17,-9,-6,10,-6,14,16,-10,-8,8,2,14,13,14,11
2,-2,3,10,-6,-1,-2,-2,13,-10,-10,13,-9,12,-7,5,1,-7,5,-9,5,0,2
3,12,-7,10,5,-4,7,-2,-4,13,14,12,-8,2,11,16,6,7,20,-6,11,5,15
4,3,9,14,8,-8,18,-2,-5,20,-2,-8,5,15,7,-7,-4,18,-3,10,7,0,3
5,-7,18,-3,11,10,5,0,-1,6,-6,-4,-1,17,-6,-6,17,11,12,2,17,5,3
6,4,-1,0,3,1,13,6,8,19,-4,19,20,-2,0,-4,-9,9,11,-8,2,-7,17
7,1,-5,-7,-3,-6,-1,1,-4,3,9,-9,-2,-1,3,18,-3,-1,4,-8,-4,1,20
8,2,-8,4,8,3,12,9,-6,18,19,-1,-8,8,7,-1,6,16,2,8,0,6,-2
9,15,17,-6,-1,16,3,11,20,0,-9,2,-3,-10,8,-9,17,-10,9,-5,3,-10,10
10,-3,18,-3,2,15,8,12,-2,9,20,-5,3,6,-10,7,11,-9,7,-6,15,-10,3
