"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,8,16,11,19,7,19,-4,18,-8,-9,10,-10,-1,14,-4,0,-7,9,7,-7,20,16
2,1,5,6,20,3,3,20,8,13,4,0,16,19,1,18,20,0,3,-10,16,-4,-5
3,-2,18,-1,-6,14,3,-7,11,11,12,-7,19,-7,-2,2,6,5,8,6,5,7,3
4,14,4,12,-1,17,14,16,-1,6,10,-1,0,10,-6,15,-5,8,10,10,0,-1,13
5,10,-9,7,0,-9,2,-1,1,15,20,7,7,18,-7,2,2,18,18,20,-5,-2,0
6,18,1,-5,-9,-3,-3,18,2,-7,5,18,-7,16,10,4,-8,11,5,10,0,0,1
7,4,-7,-2,-3,9,16,19,19,1,20,17,4,10,-2,-10,19,16,17,4,12,-2,17
8,12,13,5,-1,14,13,-9,3,17,1,9,11,16,7,-5,1,13,8,5,-4,-1,13
9,-2,12,19,19,-3,4,3,15,15,1,19,10,5,-1,3,14,2,15,-9,-1,4,4
10,-5,-5,12,15,3,19,20,-8,-4,-6,19,16,-10,6,-4,11,0,18,-10,-9,11,1
