"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,2,-9,14,19,16,1,-7,10,18,18,13,1,5,12,0,15,-4,8,11,8,6,5
2,20,14,2,-2,6,2,10,17,6,-4,-8,18,-8,0,-10,4,-10,-10,15,1,9,14
3,5,20,-4,14,20,-3,-3,-8,10,0,9,2,-2,8,-2,9,6,0,-1,-1,14,10
4,17,-3,20,14,14,5,20,11,-10,3,-4,19,18,18,11,-4,3,-10,7,19,-9,17
5,-3,1,-8,4,11,3,16,-8,20,9,-10,15,-6,1,-2,1,0,8,-9,-6,19,16
6,20,11,3,-9,1,-3,19,-6,18,5,3,16,14,11,-7,9,10,1,4,0,11,2
7,20,12,5,12,-5,-2,1,-3,-1,0,18,4,7,-9,7,8,-9,4,-2,-10,7,1
8,17,14,11,-10,10,-1,-6,6,3,9,-10,-4,19,-5,3,17,5,8,16,9,14,-4
9,8,14,2,13,12,8,15,4,-8,-3,18,14,0,15,20,5,18,11,10,7,15,2
10,18,15,0,12,-1,-5,20,0,18,0,14,3,14,-5,-3,6,16,-9,-2,12,10,18
