"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,4,19,9,5,7,-4,-7,9,18,-4,20,-2,-2,1,19,13,6,-3,14,1,-1,14
2,11,0,13,18,18,-9,5,14,11,20,-7,19,-10,18,11,18,-9,1,20,20,17,1
3,-9,-4,12,5,11,3,4,-4,11,-3,-2,-2,-6,19,11,18,-1,18,13,-10,-3,18
4,-8,8,12,-6,-2,8,-2,-10,0,2,1,7,-10,-1,-10,20,3,-10,6,15,1,11
5,11,-10,-7,2,-6,6,-1,20,4,20,9,4,16,18,10,14,4,6,9,19,12,11
6,17,13,9,-9,15,-6,18,18,18,-3,5,-7,4,11,-1,3,12,7,-4,16,4,9
7,6,8,13,17,-1,1,-3,-5,-5,5,-9,1,5,6,11,-5,6,-2,6,15,7,18
8,-1,-9,14,-4,19,5,-3,1,19,17,9,6,4,5,9,-7,-5,12,-4,5,-7,-8
9,3,10,18,11,8,11,2,18,16,9,18,6,19,-5,10,1,8,-9,19,11,-10,-2
10,-7,19,-5,-2,-10,-9,15,16,8,0,-7,1,11,-3,-6,9,-8,12,20,20,6,3
