"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,-1,20,20,0,3,1,19,4,19,0,17,0,-6,18,-2,3,-6,-1,12,-8,1,-10
2,-7,11,15,14,-6,-4,-9,-8,-7,4,13,5,0,15,6,2,8,17,-6,-9,-8,0
3,-5,-7,-4,9,-9,8,5,15,3,6,-10,18,-10,12,-10,11,13,3,14,4,18,1
4,-3,8,9,-9,-2,10,14,0,-9,15,0,-2,8,10,4,-4,4,-3,14,2,1,10
5,9,0,8,10,-2,9,18,7,-8,-3,-5,-8,1,11,-10,20,6,17,-4,-8,-1,17
6,-4,-8,-8,-10,6,-9,18,4,5,6,14,2,-2,13,12,5,-5,17,18,0,-7,-3
7,-10,14,-4,14,-4,2,-2,16,9,-2,19,-2,0,-9,19,10,20,-5,20,1,3,-9
8,14,19,7,18,-1,12,18,0,4,16,-4,-5,11,16,-9,4,-2,4,1,-1,-5,3
9,-4,-6,15,4,10,16,-6,11,6,18,-6,0,13,-10,2,19,2,1,-9,6,-8,18
10,6,20,4,-3,12,-5,2,-3,-6,-7,-9,-10,18,1,6,-8,-3,-5,-7,3,2,-10
