"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,4,2,14,5,-1,-10,-9,-6,15,7,-2,12,2,8,7,10,10,0,-9,16,15,20
2,7,5,15,-4,-9,-4,14,-9,7,-7,10,7,3,7,6,-4,14,-9,-3,20,8,-2
3,2,19,18,15,8,19,-4,10,18,-1,15,8,-8,-9,5,-10,1,1,-4,9,12,0
4,-9,10,8,1,20,-6,12,4,6,-10,6,8,5,14,1,15,3,17,-10,-10,8,1
5,-1,1,1,0,2,1,9,16,1,1,-6,20,-8,7,6,-5,1,-9,19,8,3,18
6,16,17,11,10,12,4,19,10,-8,11,-4,16,3,3,-5,-7,3,7,7,16,-9,17
7,12,16,18,18,12,19,11,10,4,13,16,-5,1,-6,12,-4,5,11,8,9,-5,2
8,-7,15,-1,14,11,17,-2,15,-3,-3,16,17,13,-5,19,-10,8,11,19,-1,12,11
9,-9,-6,19,17,2,18,-6,5,12,15,20,12,0,-10,16,13,-9,4,3,-8,-2,19
10,15,16,-5,3,-6,14,11,19,11,-6,17,5,4,1,8,0,20,12,15,-9,-4,12
