"centroid_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
1,9,20,12,1,11,14,-2,3,2,4,0,15,4,-3,1,-8,-3,-4,8,-9,7,10
2,11,-2,11,8,-3,-8,10,-5,3,8,-8,-7,14,11,11,8,6,9,12,17,19,3
3,-4,2,-5,0,14,-7,18,17,4,11,6,-3,2,7,6,6,20,15,-2,18,18,16
4,10,12,6,-6,5,-2,15,2,15,-10,4,11,-1,16,8,12,-7,15,11,9,-6,15
5,-5,18,-7,6,17,19,-8,-5,4,7,3,9,2,-8,18,9,10,-5,10,17,13,2
6,2,14,-10,14,18,10,-2,5,-2,-3,10,-10,0,13,-5,-3,3,-9,-1,1,-10,17
7,13,3,0,12,15,14,10,11,-6,-3,3,17,-4,1,19,-4,-3,-5,8,6,-8,3
8,-6,19,-2,13,8,2,-6,-8,7,-10,4,-8,6,-6,11,8,-6,20,-9,8,19,13
9,2,18,20,20,-1,-7,11,-7,6,-8,12,13,7,5,-3,-10,3,9,13,-10,3,12
10,-4,10,-10,3,6,16,16,-6,18,0,0,18,-7,7,-7,-7,5,-7,-3,14,3,-6
